"node sampled, edge_created"
x,y,theta,time,x1,y1,theta1,x2,y2,theta2,time
-0.75,0,0.0,0,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.007315158843994141
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.007315158843994141,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.008677482604980469
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.008677482604980469,-0.6505454936722611,0.008510092237704589,0.21339941009522967,-0.5551492476859003,0.03788996205528969,0.42679882019045934,0.009780406951904297
-0.5551492476859003,0.03788996205528969,0.42679882019045934,0.009780406951904297,-0.5551492476859003,0.03788996205528969,0.42679882019045934,-0.4610934228173511,0.07131334170315418,0.21339941009522967,0.010817766189575195
-0.4610934228173511,0.07131334170315418,0.21339941009522967,0.010817766189575195,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.011903047561645508
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.011903047561645508,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.012975931167602539
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.012975931167602539,-0.4610934228173511,0.07131334170315418,0.21339941009522967,-0.3620925840026283,0.08405910228343173,0.0,0.016069650650024414
-0.3620925840026283,0.08405910228343173,0.0,0.016069650650024414,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,-0.5551492476859003,-0.03788996205528969,-0.42679882019045934,0.01710033416748047
-0.5551492476859003,-0.03788996205528969,-0.42679882019045934,0.01710033416748047,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.01810765266418457
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.01810765266418457,-0.3620925840026283,0.08405910228343173,0.0,-0.2626380776748894,0.07554901004572714,-0.21339941009522967,0.01913285255432129
-0.2626380776748894,0.07554901004572714,-0.21339941009522967,0.01913285255432129,-0.3620925840026283,0.08405910228343173,0.0,-0.2626380776748894,0.09256919452113632,0.21339941009522967,0.0201566219329834
-0.2626380776748894,0.09256919452113632,0.21339941009522967,0.0201566219329834,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.021204471588134766
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.021204471588134766,-0.75,0,0.0,-0.6900910316205883,-0.0025584613651424707,-0.1280396460571378,0.022230863571166992
-0.6900910316205883,-0.0025584613651424707,-0.1280396460571378,0.022230863571166992,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.023265838623046875
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.023265838623046875,-0.2626380776748894,0.09256919452113632,0.21339941009522967,-0.16390811858191173,0.10800882231319808,0.09265598369452466,0.024419784545898438
-0.16390811858191173,0.10800882231319808,0.09265598369452466,0.024419784545898438,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.025635480880737305
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.025635480880737305,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.026674270629882812
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.026674270629882812,-0.5551492476859003,-0.03788996205528969,-0.42679882019045934,-0.46813907980768754,-0.08680674020546744,-0.640198230285689,0.027837038040161133
-0.46813907980768754,-0.08680674020546744,-0.640198230285689,0.027837038040161133,-0.46813907980768754,-0.08680674020546744,-0.640198230285689,-0.3934623586844642,-0.1530412313794231,-0.8535976403809187,0.02904057502746582
-0.3934623586844642,-0.1530412313794231,-0.8535976403809187,0.02904057502746582,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.030054330825805664
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.030054330825805664,-0.3934623586844642,-0.1530412313794231,-0.8535976403809187,-0.3345069245514466,-0.23358859188847958,-1.0669970504761483,0.031071186065673828
-0.3345069245514466,-0.23358859188847958,-1.0669970504761483,0.031071186065673828,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.03216743469238281
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.03216743469238281,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.033365726470947266
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.033365726470947266,-0.3345069245514466,-0.23358859188847958,-1.0669970504761483,-0.27904188631468135,-0.316578049244114,-0.8535976403809187,0.03439497947692871
-0.27904188631468135,-0.316578049244114,-0.8535976403809187,0.03439497947692871,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.03542613983154297
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.03542613983154297,-0.27904188631468135,-0.316578049244114,-0.8535976403809187,-0.20725919151129824,-0.38593845023454115,-0.640198230285689,0.03653240203857422
-0.20725919151129824,-0.38593845023454115,-0.640198230285689,0.03653240203857422,-0.20725919151129824,-0.38593845023454115,-0.640198230285689,-0.12241538780420114,-0.4385231387978488,-0.42679882019045934,0.03754615783691406
-0.12241538780420114,-0.4385231387978488,-0.42679882019045934,0.03754615783691406,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.0386807918548584
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.0386807918548584,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.040494680404663086
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.040494680404663086,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.04174613952636719
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.04174613952636719,-0.20725919151129824,-0.38593845023454115,-0.640198230285689,-0.13258247038807483,-0.45217294140849684,-0.8535976403809187,0.04288768768310547
-0.13258247038807483,-0.45217294140849684,-0.8535976403809187,0.04288768768310547,-0.20725919151129824,-0.38593845023454115,-0.640198230285689,-0.13258247038807483,-0.45217294140849684,-0.8535976403809187,0.04407763481140137
-0.13258247038807483,-0.45217294140849684,-0.8535976403809187,0.04407763481140137,-0.75,0,0.0,-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.045134544372558594
-0.6505454936722611,0.008510092237704589,0.21339941009522967,0.045134544372558594,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.04617953300476074
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.04617953300476074,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.047205209732055664
-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.047205209732055664,-0.75,0,0.0,-0.6505454936722611,-0.008510092237704589,-0.21339941009522967,0.04823875427246094
