nearest_node,,,Node_sampled,,,
x1,y1,theta1,x2,y2,theta2,time
0.589049196,1.752172281,-0.397298836,0.677464341,1.705843212,-0.610698246,0.445656538
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.447036743
1.615640048,-0.140223063,1.736201307,1.604039213,-0.040949124,1.632840573,0.448595762
1.428432199,-0.640476732,1.714840187,1.405733918,-0.543273808,1.928239597,0.450083971
-1.459643227,1.507030019,2.172844458,-1.508953639,1.593817712,1.959445048,0.451470137
1.182166423,-1.242811195,0.344929153,1.278640518,-1.217191486,0.131529743,0.452866316
1.002587456,-1.329918773,0.344929153,1.093306516,-1.288281377,0.558328563,0.454243898
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.455628157
-0.601927761,-1.363785096,3.114678739,-0.701117237,-1.352601699,2.901279329,0.457005501
-0.837361581,-1.408627225,-3.046698046,-0.93556228,-1.426522568,-2.833298636,0.458389282
-0.832272982,1.242639063,2.794738923,-0.92291174,1.284450977,2.581339512,0.459768534
-0.573691827,-0.030395114,-0.384118938,-0.501673477,-0.065018769,-0.554838466,0.461238384
1.249191026,1.424371364,-1.157180956,1.296765988,1.336601064,-0.964657681,0.462647915
-1.508953639,1.593817712,1.959445048,-1.54505303,1.687065816,1.917091892,0.464045525
-0.312320991,0.698019176,1.664515399,-0.31315539,0.797833625,1.451115989,0.46544528
1.290137251,-1.067564238,1.160001721,1.322051125,-0.972985566,1.373401131,0.46686244
1.388875448,-0.894107893,1.160001721,1.436393492,-0.806326027,0.946602311,0.468253374
-1.036938093,-1.406271096,-3.046698046,-1.136751492,-1.40722283,3.023087851,0.46964407
-1.793203546,1.488999069,-3.043343798,-1.852572639,1.480576423,-2.915304152,0.471021891
0.677464341,1.705843212,-0.610698246,0.754062204,1.641840182,-0.824097657,0.472531796
-0.023628103,-1.524177553,-1.766104068,-0.051277381,-1.620089689,-1.979503478,0.473921776
-0.247592618,1.271754442,1.237716579,-0.207033087,1.3629605,1.024317168,0.475336552
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.476745129
-0.928697591,1.268444397,3.008138333,-0.968437411,1.272918564,3.093498097,0.478155375
1.619368911,-0.239971326,1.522801897,1.628301145,-0.160563169,1.352082369,0.479555368
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.480986834
1.405733918,-0.543273808,1.928239597,1.362964544,-0.453082893,2.141639007,0.482431412
-1.12305062,1.314037466,3.026442099,-1.222824267,1.317010682,-3.043343798,0.483932495
-0.832272982,1.242639063,2.794738923,-0.92291174,1.284450977,2.581339512,0.485342503
-1.061765455,1.363506507,2.495979748,-1.136082445,1.430144376,2.282580338,0.486738205
0.786791238,1.779272466,-0.397298836,0.85834701,1.74370265,-0.568018364,0.488137484
-0.051277381,-1.620089689,-1.979503478,-0.098612081,-1.707970556,-2.192902888,0.489548922
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.49097085
-0.107700638,1.941602591,1.877914809,-0.145878942,2.033830774,2.091314219,0.492389202
-0.737760285,-1.399712505,-3.057446004,-0.836147647,-1.416551378,-2.844046594,0.494205713
-1.135138791,-1.424166438,-2.833298636,-1.22732203,-1.462453134,-2.619899225,0.495734692
-0.444858243,-1.337607348,-2.827067512,-0.542066573,-1.360282469,-3.040466922,0.497164249
1.601888162,-0.338246674,1.309402487,1.619368911,-0.239971326,1.522801897,0.498577833
-0.259926964,-0.39709991,-1.024317168,-0.215512887,-0.48649236,-1.237716579,0.499989271
0.754062204,1.641840182,-0.824097657,0.815367788,1.563066799,-1.037497067,0.501411438
-1.222824267,1.317010682,-3.043343798,-1.320964388,1.298786051,-2.829944388,0.502831697
-0.098612081,-1.707970556,-2.192902888,-0.149653282,-1.793751767,-1.979503478,0.504248142
0.425517482,-1.300012609,-0.58841555,0.489013739,-1.3485272,-0.759135079,0.505657673
-0.247592618,1.271754442,1.237716579,-0.207033087,1.3629605,1.024317168,0.507178783
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.508634329
1.604039213,-0.040949124,1.632840573,1.606270882,0.058851863,1.433201381,0.510056496
1.249191026,1.424371364,-1.157180956,1.296956493,1.336723884,-0.943781546,0.511501789
-0.31315539,0.797833625,1.451115989,-0.292831817,0.895560658,1.237716579,0.512930155
-0.247592618,1.271754442,1.237716579,-0.207033087,1.3629605,1.024317168,0.514364243
-1.036938093,-1.406271096,-3.046698046,-1.135138791,-1.424166438,-2.833298636,0.515866995
-1.320964388,1.298786051,-2.829944388,-1.413018685,1.260190366,-2.616544978,0.517291069
-0.207033087,1.3629605,1.024317168,-0.16261901,1.452352951,1.237716579,0.518826723
0.815367788,1.563066799,-1.037497067,0.858599859,1.473096756,-1.250896477,0.520725489
-0.701117237,-1.352601699,2.901279329,-0.795688302,-1.320665293,2.687879918,0.522160769
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.5239048
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.525382519
-0.536801125,-1.376467701,-2.613668102,-0.618428453,-1.433918548,-2.400268692,0.526828766
-0.134719096,1.648882998,1.664515399,-0.152498988,1.747104666,1.877914809,0.528272867
-0.061318025,-0.957959683,-0.912506427,0.006256579,-1.031425956,-0.699107017,0.529726505
-1.22732203,-1.462453134,-2.619899225,-1.309305754,-1.519394239,-2.406499815,0.532859087
-0.290366473,0.600645567,1.877914809,-0.312320991,0.698019176,1.664515399,0.534309387
1.002587456,-1.329918773,0.344929153,1.099061551,-1.304299063,0.131529743,0.535761595
1.54737695,-0.530218666,1.160001721,1.594894994,-0.442436799,0.946602311,0.537207365
-1.309305754,-1.519394239,-2.406499815,-1.388785318,-1.579781484,-2.619899225,0.538725615
1.099061551,-1.304299063,0.131529743,1.198773117,-1.299692108,-0.081869668,0.540176868
1.278640518,-1.217191486,0.131529743,1.378352084,-1.212584531,-0.081869668,0.542124987
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.544559956
-1.413018685,1.260190366,-2.616544978,-1.494810953,1.202974588,-2.403145568,0.546105623
-0.198390294,0.188065211,0.71926791,-0.151635879,0.225610583,0.591228264,0.547546148
0.858599859,1.473096756,-1.250896477,0.881797117,1.376011702,-1.464295887,0.549004316
1.606270882,0.058851863,1.433201381,1.628341841,0.156199145,1.219801971,0.550472736
1.628341841,0.156199145,1.219801971,1.654546211,0.252516077,1.433201381,0.551932096
-0.300486495,-0.305893852,-1.237716579,-0.276011718,-0.402664745,-1.451115989,0.553602219
0.743445159,-1.532151301,-1.015214371,0.788671106,-1.621135762,-1.228613781,0.555080652
0.881797117,1.376011702,-1.464295887,0.883907178,1.27621607,-1.677695297,0.556575775
0.277860891,-1.146369797,-0.058908787,0.37764391,-1.143729823,0.154490623,0.558162451
-1.136082445,1.430144376,2.282580338,-1.194600879,1.511009778,2.069180928,0.559635639
1.654546211,0.252516077,1.433201381,1.6602067,0.352204794,1.613900424,0.561102152
1.6602067,0.352204794,1.613900424,1.664423318,0.451933629,1.400501014,0.562580824
0.788671106,-1.621135762,-1.228613781,0.830059175,-1.711968841,-1.015214371,0.564055204
0.393165631,1.784298497,0.029499984,0.492827876,1.778725588,-0.183899426,0.565535307
-0.292831817,0.895560658,1.237716579,-0.252272286,0.986766715,1.024317168,0.567013979
0.769905365,1.796269248,-0.013179898,0.869463392,1.803467839,0.200219512,0.568564415
1.664423318,0.451933629,1.400501014,1.67289122,0.551391737,1.613900424,0.570150375
-0.650545494,-0.008510092,-0.21339941,-0.555149248,-0.037889962,-0.42679882,0.571662664
1.296956493,1.336723884,-0.943781546,1.36220076,1.261180479,-0.730382136,0.573150396
-1.22732203,-1.462453134,-2.619899225,-1.317787746,-1.504638139,-2.833298636,0.5746243
-1.317787746,-1.504638139,-2.833298636,-1.415135479,-1.526707107,-3.046698046,0.576100111
1.604039213,-0.040949124,1.632840573,1.589378874,0.057786356,1.846239983,0.577568054
0.869463392,1.803467839,0.200219512,0.965238565,1.83158788,0.413618922,0.579047203
-0.618428453,-1.433918548,-2.400268692,-0.68603706,-1.507353531,-2.186869282,0.580530405
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.582092285
-0.252272286,0.986766715,1.024317168,-0.193316852,1.067314076,0.810917758,0.58364439
-0.544032736,0.894233944,2.731512449,-0.638634183,0.926080243,2.944911859,0.585168839
-1.194600879,1.511009778,2.069180928,-1.234665967,1.602434115,1.855781518,0.586681604
-0.93556228,-1.426522568,-2.833298636,-1.027745518,-1.464809263,-2.619899225,0.588171482
-0.135076549,-0.975345802,-1.766104068,-0.162725827,-1.071257938,-1.979503478,0.589657784
-0.207033087,1.3629605,1.024317168,-0.16261901,1.452352951,1.237716579,0.591142416
0.531279614,-1.291779737,0.05178268,0.591240704,-1.291233908,-0.076256966,0.592602968
-1.027745518,-1.464809263,-2.619899225,-1.109729242,-1.521750369,-2.406499815,0.594197273
-1.415135479,-1.526707107,-3.046698046,-1.514948879,-1.527658841,3.023087851,0.595681906
0.883907178,1.27621607,-1.677695297,0.864834316,1.178237264,-1.891094707,0.59721446
1.36220076,1.261180479,-0.730382136,1.441963907,1.201168307,-0.516982726,0.598760843
-1.514948879,-1.527658841,3.023087851,-1.612709289,-1.50748237,2.81927074,0.600277185
-1.494810953,1.202974588,-2.403145568,-1.562630544,1.129734411,-2.189746158,0.601783276
1.362964544,-0.453082893,2.141639007,1.302064383,-0.373995657,2.355038417,0.603288651
-1.514948879,-1.527658841,3.023087851,-1.614711991,-1.524350978,-3.046698046,0.60591507
1.378352084,-1.212584531,-0.081869668,1.4776411,-1.224263518,-0.157308889,0.607497931
-1.612709289,-1.50748237,2.81927074,-1.704346393,-1.467906347,2.605871329,0.609002113
-1.494810953,1.202974588,-2.403145568,-1.574087517,1.142321089,-2.616544978,0.610501766
0.864834316,1.178237264,-1.891094707,0.825587414,1.086444698,-2.084770658,0.612001419
-0.573691827,0.030395114,0.384118938,-0.484673766,0.075554889,0.597518348,0.613529682
0.825587414,1.086444698,-2.084770658,0.783058407,0.996070352,-1.92420124,0.615034103
1.4776411,-1.224263518,-0.157308889,1.577200785,-1.231439137,0.056090521,0.616545916
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.618049622
1.441963907,1.201168307,-0.516982726,1.53262734,1.159409925,-0.303583315,0.619688511
0.788671106,-1.621135762,-1.228613781,0.814025743,-1.71767986,-1.442013191,0.621746778
-1.514948879,-1.527658841,3.023087851,-1.554751142,-1.523779243,3.108447616,0.623255968
0.783058407,0.996070352,-1.92420124,0.756621936,0.899816867,-1.71080183,0.624762535
1.441963907,1.201168307,-0.516982726,1.492779096,1.169333627,-0.645022372,0.626254082
1.589378874,0.057786356,1.846239983,1.554140543,0.151177365,2.059639393,0.627812862
-0.795688302,-1.320665293,2.687879918,-0.881350576,-1.269424729,2.474480508,0.629355192
-1.027745518,-1.464809263,-2.619899225,-1.109729242,-1.521750369,-2.406499815,0.630885363
1.099061551,-1.304299063,0.131529743,1.158788596,-1.298978315,0.003490097,0.632542849
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.634068966
1.50142441,-0.730598884,0.7332029,1.561679434,-0.677983877,0.669070569,0.636121511
1.388875448,-0.894107893,1.160001721,1.404059349,-0.857111669,1.245361485,0.637610912
-1.388785318,-1.579781484,-2.619899225,-1.470769042,-1.63672259,-2.406499815,0.639135838
-0.881350576,-1.269424729,2.474480508,-0.954217838,-1.201204625,2.261081098,0.640647173
1.135299356,1.587072906,-0.770962605,1.212562183,1.523874202,-0.557563195,0.642787457
-0.638634183,0.926080243,2.944911859,-0.737834268,0.937169142,-3.124874038,0.644398689
-1.704346393,-1.467906347,2.605871329,-1.792006444,-1.419839474,2.684076712,0.646090031
-0.315952782,-0.269014787,-1.152356815,-0.26776505,-0.35643082,-0.938957404,0.647656202
0.756621936,0.899816867,-1.71080183,0.751170026,0.800147929,-1.497402419,0.649227142
0.723908017,-1.243855178,0.4785815,0.797048116,-1.21166875,0.307861972,0.650776386
-1.792006444,-1.419839474,2.684076712,-1.87747322,-1.36827349,2.470677302,0.652344704
-0.034580785,-1.623392769,-1.552704658,-0.024272885,-1.722677047,-1.339305248,0.653887033
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.655418873
1.173149651,-1.228375666,0.771727973,1.201209769,-1.199881785,0.857087737,0.656929255
-1.87747322,-1.36827349,2.470677302,-1.950080501,-1.299776751,2.257277892,0.65861702
0.756621936,0.899816867,-1.71080183,0.73431638,0.802523071,-1.92420124,0.660164118
1.36220076,1.261180479,-0.730382136,1.391819929,1.234298608,-0.769223876,0.661700487
1.302064383,-0.373995657,2.355038417,1.225796278,-0.30960003,2.568437827,0.663287401
-1.417523123,1.360927542,-3.043343798,-1.515663244,1.342702911,-2.829944388,0.66484189
-1.515663244,1.342702911,-2.829944388,-1.611215046,1.31322171,-2.859107206,0.666385412
1.225796278,-0.30960003,2.568437827,1.137620266,-0.262817434,2.781837237,0.667932034
-1.950080501,-1.299776751,2.257277892,-2.006534329,-1.217456731,2.043878482,0.66947794
-1.852572639,1.480576423,-2.915304152,-1.947582292,1.449969457,-2.701904742,0.671131372
-0.640180983,-1.378691081,-2.844046594,-0.678155745,-1.391228582,-2.75868683,0.672668695
-0.954217838,-1.201204625,2.261081098,-1.024108002,-1.129937623,2.474480508,0.674223661
1.492779096,1.169333627,-0.645022372,1.567135425,1.102739657,-0.858421782,0.675771952
-0.152498988,1.747104666,1.877914809,-0.190677293,1.839332848,2.091314219,0.677347183
1.67289122,0.551391737,1.613900424,1.677107838,0.651120572,1.400501014,0.678900719
-0.97502143,1.314119317,2.709379159,-1.010969075,1.331641825,2.624019394,0.680428743
-1.693429899,1.486025854,3.026442099,-1.733048862,1.491467298,2.941082335,0.681951761
-0.12205948,1.543559008,1.024317168,-0.063104045,1.624106369,0.810917758,0.685208559
1.554140543,0.151177365,2.059639393,1.49992287,0.234987056,2.273038803,0.686765909
1.677107838,0.651120572,1.400501014,1.702349723,0.747694211,1.187101604,0.68839407
-0.292831817,0.895560658,1.237716579,-0.252272286,0.986766715,1.024317168,0.689964294
0.864834316,1.178237264,-1.891094707,0.851697937,1.140460211,-1.962487845,0.691512108
-1.234665967,1.602434115,1.855781518,-1.254460084,1.70026976,1.642382108,0.693083525
1.554140543,0.151177365,2.059639393,1.49992287,0.234987056,2.273038803,0.694668293
-1.317787746,-1.504638139,-2.833298636,-1.415135479,-1.526707107,-3.046698046,0.696238518
1.137620266,-0.262817434,2.781837237,1.047185123,-0.220461529,2.609712332,0.69790411
1.055410394,1.64691749,-0.557563195,1.144305076,1.601515332,-0.344163785,0.699472904
1.677107838,0.651120572,1.400501014,1.702349723,0.747694211,1.187101604,0.70104146
1.594894994,-0.442436799,0.946602311,1.659925912,-0.366709656,0.7332029,0.702658653
-0.407239027,-0.138542838,-0.810917758,-0.344900572,-0.216501401,-1.024317168,0.704252958
-0.276011718,-0.402664745,-1.451115989,-0.272586581,-0.5024239,-1.664515399,0.705837488
1.362964544,-0.453082893,2.141639007,1.302064383,-0.373995657,2.355038417,0.707430124
1.047185123,-0.220461529,2.609712332,0.962956782,-0.166613004,2.529172992,0.708995819
-0.97502143,1.314119317,2.709379159,-1.061765455,1.363506507,2.495979748,0.710680962
1.53262734,1.159409925,-0.303583315,1.630077953,1.137799776,-0.090183905,0.712262869
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.713846207
-0.832272982,1.242639063,2.794738923,-0.92291174,1.284450977,2.581339512,0.71544385
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.71708703
-2.006534329,-1.217456731,2.043878482,-2.04427358,-1.125048022,1.830479072,0.718698025
0.73431638,0.802523071,-1.92420124,0.692517909,0.711830701,-2.098719167,0.720278978
-0.837361581,-1.408627225,-3.046698046,-0.897243432,-1.411756784,3.108447616,0.721848249
-0.190677293,1.839332848,2.091314219,-0.247521984,1.921383452,2.304713629,0.723543644
-1.136751492,-1.40722283,3.023087851,-1.234502348,-1.387014152,2.809688441,0.725129128
-1.254460084,1.70026976,1.642382108,-1.253085237,1.800078228,1.428982698,0.726728201
-1.562630544,1.129734411,-2.189746158,-1.613400703,1.043792503,-1.976346748,0.728313446
-1.613400703,1.043792503,-1.976346748,-1.650020461,0.950759755,-1.912277168,0.729903936
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.73149848
1.577200785,-1.231439137,0.056090521,1.676975969,-1.234360315,-0.157308889,0.733112335
1.391819929,1.234298608,-0.769223876,1.457353661,1.159006175,-0.982623286,0.734746456
1.047185123,-0.220461529,2.609712332,0.965785696,-0.162688233,2.396312921,0.736436605
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.738044262
-1.792006444,-1.419839474,2.684076712,-1.884991391,-1.383543191,2.897476122,0.739642143
-0.832272982,1.242639063,2.794738923,-0.928697591,1.268444397,3.008138333,0.741223335
-0.16261901,1.452352951,1.237716579,-0.12205948,1.543559008,1.024317168,0.742879391
-0.869583646,1.257033015,2.709379159,-0.956327671,1.306420206,2.495979748,0.744477987
-2.04427358,-1.125048022,1.830479072,-2.061586144,-1.026742907,1.617079662,0.746094942
-0.312320991,0.698019176,1.664515399,-0.314693877,0.777892886,1.493795871,0.747721434
0.825587414,1.086444698,-2.084770658,0.781929557,1.019516141,-2.255490186,0.749449968
-0.276011718,0.402664745,1.451115989,-0.271566241,0.482449944,1.621835517,0.751057625
-1.024108002,-1.129937623,2.474480508,-1.096975264,-1.061717519,2.261081098,0.752665043
-0.149653282,-1.793751767,-1.979503478,-0.196987981,-1.881632634,-2.192902888,0.754274607
1.198773117,-1.299692108,-0.081869668,1.297198566,-1.316306911,-0.295269078,0.755873203
-1.234502348,-1.387014152,2.809688441,-1.325756022,-1.346561866,2.596289031,0.757485628
1.297198566,-1.316306911,-0.295269078,1.389872653,-1.353389711,-0.508668488,0.759101152
-1.096975264,-1.061717519,2.261081098,-1.153741764,-0.979612799,2.047681688,0.760724068
-0.836147647,-1.416551378,-2.844046594,-0.928737057,-1.453845099,-2.630647184,0.7624681
1.389872653,-1.353389711,-0.508668488,1.472591056,-1.409258184,-0.722067898,0.764089584
-0.928737057,-1.453845099,-2.630647184,-1.011328035,-1.509901775,-2.417247774,0.765730858
-0.272586581,0.5024239,1.664515399,-0.27342098,0.602238349,1.451115989,0.76736021
-2.061586144,-1.026742907,1.617079662,-2.057686608,-0.92700117,1.403680251,0.768976927
-1.109729242,-1.521750369,-2.406499815,-1.165453187,-1.579024117,-2.235780287,0.770580053
-1.494810953,1.202974588,-2.403145568,-1.562630544,1.129734411,-2.189746158,0.772190332
-0.196987981,-1.881632634,-2.192902888,-0.26186068,-1.957495361,-2.406302298,0.773828983
1.654546211,0.252516077,1.433201381,1.676617171,0.349863359,1.219801971,0.775544405
-0.425123878,0.970519629,2.304713629,-0.46335012,1.01671903,2.176673983,0.777226448
1.676975969,-1.234360315,-0.157308889,1.776535654,-1.241535934,0.056090521,0.778894901
1.290137251,-1.067564238,1.160001721,1.29812401,-1.049228162,1.117321839,0.78049612
1.776535654,-1.241535934,0.056090521,1.876310838,-1.244457112,-0.157308889,0.782145262
1.337655294,-0.979782372,0.946602311,1.349344164,-0.963553683,0.903922429,0.783737898
-1.650020461,0.950759755,-1.912277168,-1.691344782,0.859897656,-2.125676578,0.785364866
0.489013739,-1.3485272,-0.759135079,0.555303734,-1.423154656,-0.972534489,0.786991596
1.36220076,1.261180479,-0.730382136,1.430608817,1.188489639,-0.943781546,0.78874898
0.692517909,0.711830701,-2.098719167,0.635067202,0.630203275,-2.312118577,0.790364504
0.756621936,0.899816867,-1.71080183,0.73431638,0.802523071,-1.92420124,0.792226076
-1.614711991,-1.524350978,-3.046698046,-1.712912689,-1.54224632,-2.833298636,0.794028759
1.144305076,1.601515332,-0.344163785,1.240798751,1.575969468,-0.130764375,0.795727015
1.676617171,0.349863359,1.219801971,1.690533039,0.387364273,1.189784539,0.797339916
0.756621936,0.899816867,-1.71080183,0.751170026,0.800147929,-1.497402419,0.798980474
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.800620794
1.137620266,-0.262817434,2.781837237,1.047528481,-0.219839639,2.568437827,0.802358627
-1.54505303,1.687065816,1.917091892,-1.57646282,1.781988087,1.8570512,0.804014683
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.805663824
1.472591056,-1.409258184,-0.722067898,1.545117169,-1.478062735,-0.802093224,0.807372808
-1.470769042,-1.63672259,-2.406499815,-1.540408216,-1.708361995,-2.264631764,0.809072495
1.606270882,0.058851863,1.433201381,1.628341841,0.156199145,1.219801971,0.810781717
0.555303734,-1.423154656,-0.972534489,0.604285189,-1.510128431,-1.185933899,0.812448025
1.545117169,-1.478062735,-0.802093224,1.608141135,-1.555468162,-1.015492634,0.814113855
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.815870285
-0.126666641,-0.834723494,-1.211265601,-0.083709091,-0.924824933,-0.997866191,0.817526817
1.702349723,0.747694211,1.187101604,1.747471732,0.836731421,0.973702194,0.819175482
0.881797117,1.376011702,-1.464295887,0.883907178,1.27621607,-1.677695297,0.820834875
0.604285189,-1.510128431,-1.185933899,0.633735977,-1.605502807,-1.399333309,0.823243618
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.824958563
-0.491076641,1.045682436,2.275933364,-0.538869479,1.109723711,2.105213836,0.82665801
0.393165631,1.784298497,0.029499984,0.492827876,1.778725588,-0.183899426,0.828313589
1.378352084,-1.212584531,-0.081869668,1.438269617,-1.214933889,0.046169979,0.830055475
1.49992287,0.234987056,2.273038803,1.442178668,0.316407125,2.059639393,0.831712723
-0.956327671,1.306420206,2.495979748,-1.030644661,1.373058074,2.282580338,0.833365679
-1.153741764,-0.979612799,2.047681688,-1.193572764,-0.887990835,1.90553856,0.835724592
1.659925912,-0.366709656,0.7332029,1.739519462,-0.30647273,0.51980349,0.837402344
-1.234665967,1.602434115,1.855781518,-1.254460084,1.70026976,1.642382108,0.839183807
1.240798751,1.575969468,-0.130764375,1.340513815,1.57143883,0.082635035,0.840858936
-0.444858243,-1.337607348,-2.827067512,-0.542066573,-1.360282469,-3.040466922,0.842537165
1.608141135,-1.555468162,-1.015492634,1.65334232,-1.644465204,-1.228892044,0.845941067
-0.26186068,-1.957495361,-2.406302298,-0.341328315,-2.017898304,-2.619701708,0.84761548
1.615640048,-0.140223063,1.736201307,1.597467359,-0.062407938,1.906920835,0.84927845
0.635067202,0.630203275,-2.312118577,0.57418602,0.551101428,-2.098719167,0.851686239
-0.315952782,-0.269014787,-1.152356815,-0.283316803,-0.363346719,-1.365756225,0.853375673
0.635067202,0.630203275,-2.312118577,0.596499907,0.584288202,-2.184078931,0.855025768
1.739519462,-0.30647273,0.51980349,1.830064744,-0.264458775,0.30640408,0.856711864
0.781929557,1.019516141,-2.255490186,0.712438931,0.947859505,-2.468889596,0.858390093
-1.691344782,0.859897656,-2.125676578,-1.736508277,0.770881482,-1.912277168,0.900467634
-0.832272982,1.242639063,2.794738923,-0.92291174,1.284450977,2.581339512,0.902234793
-0.344900572,0.216501401,1.024317168,-0.300486495,0.305893852,1.237716579,0.903914452
-1.540408216,-1.708361995,-2.264631764,-1.597465883,-1.790264639,-2.051232354,0.905596972
1.340513815,1.57143883,0.082635035,1.438926517,1.58812896,0.296034445,0.907257557
-1.736508277,0.770881482,-1.912277168,-1.777832598,0.680019383,-2.125676578,0.908932686
0.965785696,-0.162688233,2.396312921,0.891407494,-0.095851708,2.42523039,0.910663605
0.891407494,-0.095851708,2.42523039,0.75,0,1.570796327,0.912519932
