nearest_node,,,Node_sampled,,,
x1,y1,theta1,x2,y2,theta2,time
-0.312320991,0.698019176,1.664515399,-0.330100882,0.796240843,1.877914809,0.211852312
0.336092035,-1.255665007,-0.37501614,0.425517482,-1.300012609,-0.58841555,0.213138819
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.214318514
0.425517482,-1.300012609,-0.58841555,0.512969318,-1.348135336,-0.37501614,0.215498447
-0.330100882,0.796240843,1.877914809,-0.368279187,0.888469025,2.091314219,0.216904402
0.027912384,-1.13527409,-1.339305248,0.042447052,-1.234028148,-1.552704658,0.218092918
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.219321966
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.220509529
0.512969318,-1.348135336,-0.37501614,0.608629047,-1.376645628,-0.16161673,0.221693039
-0.368279187,0.888469025,2.091314219,-0.425123878,0.970519629,2.304713629,0.222983122
-0.425123878,0.970519629,2.304713629,-0.491076641,1.045682436,2.275933364,0.224243879
0.608629047,-1.376645628,-0.16161673,0.707450681,-1.391943213,-0.144850076,0.225455046
-0.290366473,0.600645567,1.877914809,-0.328544778,0.692873749,2.091314219,0.226893902
-0.491076641,1.045682436,2.275933364,-0.562017534,1.115903589,2.489332775,0.228096485
0.608629047,-1.376645628,-0.16161673,0.708156898,-1.384250066,0.05178268,0.229301453
-0.562017534,1.115903589,2.489332775,-0.646220923,1.169507784,2.702732185,0.230496645
-0.646220923,1.169507784,2.702732185,-0.738360307,1.20828271,2.787425448,0.231703281
0.708156898,-1.384250066,0.05178268,0.807052153,-1.370668418,0.251461323,0.23299551
-0.738360307,1.20828271,2.787425448,-0.832272982,1.242639063,2.794738923,0.234205008
0.336092035,-1.255665007,-0.37501614,0.431751764,-1.284175299,-0.16161673,0.235416174
-0.650545494,0.008510092,0.21339941,-0.630999161,0.012745761,0.224465925,0.23657465
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.237772465
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.239027023
-0.832272982,1.242639063,2.794738923,-0.928697591,1.268444397,3.008138333,0.240243196
-0.928697591,1.268444397,3.008138333,-1.026169855,1.29000129,2.813042689,0.24146533
-0.128367049,-0.875753618,-1.552704658,-0.135076549,-0.975345802,-1.766104068,0.242793322
0.431751764,-1.284175299,-0.16161673,0.531279614,-1.291779737,0.05178268,0.243993044
-0.330100882,0.796240843,1.877914809,-0.3520554,0.893614452,1.664515399,0.245204449
0.083499844,-1.094931673,-0.676213724,0.166395173,-1.150537292,-0.462814314,0.246426344
-0.832272982,1.242639063,2.794738923,-0.92291174,1.284450977,2.581339512,0.247652292
-0.142901717,-0.77699956,-1.339305248,-0.126666641,-0.834723494,-1.211265601,0.248838902
0.807052153,-1.370668418,0.251461323,0.905108101,-1.351398899,0.131529743,0.250056267
0.707450681,-1.391943213,-0.144850076,0.804635275,-1.414719853,-0.358249486,0.251271725
-0.3520554,0.893614452,1.664515399,-0.352889799,0.993428901,1.451115989,0.252580643
0.042447052,-1.234028148,-1.552704658,0.035737552,-1.333620332,-1.766104068,0.253859758
-0.20336799,0.193244003,0.904775029,-0.19101074,0.208969726,0.936865567,0.255043507
0.531279614,-1.291779737,0.05178268,0.630160331,-1.278133332,0.26518209,0.256299734
0.905108101,-1.351398899,0.131529743,1.002587456,-1.329918773,0.344929153,0.257530689
-1.026169855,1.29000129,2.813042689,-1.12305062,1.314037466,3.026442099,0.258778811
-1.12305062,1.314037466,3.026442099,-1.220868711,1.33391815,2.813042689,0.260053635
-0.352889799,0.993428901,1.451115989,-0.332566226,1.091155934,1.237716579,0.261294127
0.006256579,-1.031425956,-0.699107017,0.087857302,-1.088914586,-0.485707607,0.264293432
-0.332566226,1.091155934,1.237716579,-0.292006695,1.182361991,1.024317168,0.265520811
-0.292006695,1.182361991,1.024317168,-0.247592618,1.271754442,1.237716579,0.266749382
0.083499844,-1.094931673,-0.676213724,0.099098802,-1.107448561,-0.704285264,0.267957926
-0.247592618,1.271754442,1.237716579,-0.207033087,1.3629605,1.024317168,0.2692945
-0.207033087,1.3629605,1.024317168,-0.16261901,1.452352951,1.237716579,0.270540476
1.002587456,-1.329918773,0.344929153,1.093306516,-1.288281377,0.558328563,0.271812201
-1.220868711,1.33391815,2.813042689,-1.312257559,1.374064122,2.599643279,0.273049831
-0.16261901,1.452352951,1.237716579,-0.138144233,1.549123844,1.451115989,0.274392128
-1.312257559,1.374064122,2.599643279,-1.401850278,1.418072817,2.813042689,0.275637865
-0.138144233,1.549123844,1.451115989,-0.11782066,1.646850876,1.237716579,0.276891232
0.035737552,-1.333620332,-1.766104068,0.008088273,-1.429532468,-1.979503478,0.278147697
-0.16261901,1.452352951,1.237716579,-0.12205948,1.543559008,1.024317168,0.27945137
-0.16261901,1.452352951,1.237716579,-0.12205948,1.543559008,1.024317168,0.280968666
-0.16261901,1.452352951,1.237716579,-0.140613622,1.508132813,1.109676932,0.282186985
-0.12205948,1.543559008,1.024317168,-0.063104045,1.624106369,0.810917758,0.283526897
-1.401850278,1.418072817,2.813042689,-1.498731043,1.442108993,3.026442099,0.284888744
1.093306516,-1.288281377,0.558328563,1.173149651,-1.228375666,0.771727973,0.286149025
-0.063104045,1.624106369,0.810917758,0.011572676,1.69034086,0.597518348,0.287396669
-0.832272982,1.242639063,2.794738923,-0.889483911,1.260598456,2.922778569,0.288613558
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.289857626
1.093306516,-1.288281377,0.558328563,1.182166423,-1.242811195,0.344929153,0.291113138
-0.135076549,-0.975345802,-1.766104068,-0.162725827,-1.071257938,-1.979503478,0.29237175
0.011572676,1.69034086,0.597518348,0.098582844,1.739257638,0.384118938,0.293613911
0.098582844,1.739257638,0.384118938,0.19397909,1.768637508,0.170719528,0.294962883
1.173149651,-1.228375666,0.771727973,1.238917097,-1.153238717,0.946602311,0.296221018
-0.162725827,-1.071257938,-1.979503478,-0.210060527,-1.159138804,-2.192902888,0.297477245
0.008088273,-1.429532468,-1.979503478,-0.023628103,-1.524177553,-1.766104068,0.298746109
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.300009251
-0.573691827,-0.030395114,-0.384118938,-0.484673766,-0.075554889,-0.597518348,0.301275253
-0.11782066,1.646850876,1.237716579,-0.093345882,1.743621769,1.451115989,0.302856207
0.19397909,1.768637508,0.170719528,0.293258053,1.780068573,0.054181044,0.304113388
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.305466413
1.238917097,-1.153238717,0.946602311,1.290137251,-1.067564238,1.160001721,0.306727886
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.308012724
-1.498731043,1.442108993,3.026442099,-1.596549134,1.461989677,2.813042689,0.309283495
-1.498731043,1.442108993,3.026442099,-1.596549134,1.461989677,2.813042689,0.310544491
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.311815739
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.31311655
-0.573691827,-0.030395114,-0.384118938,-0.519107251,-0.055217569,-0.512158584,0.314371109
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.315763712
1.290137251,-1.067564238,1.160001721,1.337655294,-0.979782372,0.946602311,0.317068338
-1.596549134,1.461989677,2.813042689,-1.693429899,1.486025854,3.026442099,0.318335772
0.293258053,1.780068573,0.054181044,0.393165631,1.784298497,0.029499984,0.319604874
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.320877075
1.337655294,-0.979782372,0.946602311,1.388875448,-0.894107893,1.160001721,0.322455406
-0.92291174,1.284450977,2.581339512,-0.97502143,1.314119317,2.709379159,0.323710442
1.388875448,-0.894107893,1.160001721,1.420789322,-0.799529221,1.373401131,0.324992895
0.393165631,1.784298497,0.029499984,0.492325854,1.795738367,0.242899394,0.326370955
1.420789322,-0.799529221,1.373401131,1.448638753,-0.703675011,1.160001721,0.327651262
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.32900691
-0.210060527,-1.159138804,-2.192902888,-0.274933226,-1.235001532,-2.406302298,0.330599546
-0.274933226,-1.235001532,-2.406302298,-0.354400861,-1.295404475,-2.619701708,0.331899166
0.492325854,1.795738367,0.242899394,0.590907673,1.811398682,0.029499984,0.333197832
-1.220868711,1.33391815,2.813042689,-1.312257559,1.374064122,2.599643279,0.334483385
1.448638753,-0.703675011,1.160001721,1.496156797,-0.615893145,0.946602311,0.335775137
-1.220868711,1.33391815,2.813042689,-1.317749477,1.357954327,3.026442099,0.337162256
-1.693429899,1.486025854,3.026442099,-1.793203546,1.488999069,-3.043343798,0.338443756
0.590907673,1.811398682,0.029499984,0.690569918,1.805825773,-0.183899426,0.339744091
-0.562017534,1.115903589,2.489332775,-0.635889945,1.183033965,2.275933364,0.341035604
-0.215512887,-0.48649236,-1.237716579,-0.198343195,-0.543945227,-1.365756225,0.342304707
-0.484673766,-0.075554889,-0.597518348,-0.407239027,-0.138542838,-0.810917758,0.34368062
0.393165631,1.784298497,0.029499984,0.492827876,1.778725588,-0.183899426,0.34506011
0.690569918,1.805825773,-0.183899426,0.786791238,1.779272466,-0.397298836,0.346421957
1.496156797,-0.615893145,0.946602311,1.54737695,-0.530218666,1.160001721,0.347860098
-0.352889799,0.993428901,1.451115989,-0.332566226,1.091155934,1.237716579,0.349202871
-0.328544778,0.692873749,2.091314219,-0.385389469,0.774924353,2.304713629,0.350504637
1.54737695,-0.530218666,1.160001721,1.579290824,-0.435639994,1.373401131,0.35180974
-0.573691827,0.030395114,0.384118938,-0.484673766,0.075554889,0.597518348,0.35311079
0.786791238,1.779272466,-0.397298836,0.875764811,1.733887598,-0.557563195,0.354506254
1.337655294,-0.979782372,0.946602311,1.374744723,-0.932665448,0.818562665,0.355799437
-0.354400861,-1.295404475,-2.619701708,-0.444858243,-1.337607348,-2.827067512,0.35710597
0.875764811,1.733887598,-0.557563195,0.964659493,1.68848544,-0.344163785,0.358547688
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.359905958
-0.444858243,-1.337607348,-2.827067512,-0.542066573,-1.360282469,-3.040466922,0.361240149
0.512969318,-1.348135336,-0.37501614,0.602394766,-1.392482939,-0.58841555,0.36259985
-0.247592618,1.271754442,1.237716579,-0.207033087,1.3629605,1.024317168,0.364296675
-0.542066573,-1.360282469,-3.040466922,-0.640180983,-1.378691081,-2.844046594,0.365617037
-0.3520554,0.893614452,1.664515399,-0.355114563,0.95349994,1.536475753,0.366909504
1.420789322,-0.799529221,1.373401131,1.430029638,-0.740281886,1.501440777,0.368205309
-1.312257559,1.374064122,2.599643279,-1.393071147,1.432654091,2.386243869,0.369635105
0.690569918,1.805825773,-0.183899426,0.769905365,1.796269248,-0.013179898,0.37093997
1.579290824,-0.435639994,1.373401131,1.601888162,-0.338246674,1.309402487,0.372254848
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.373609781
-0.640180983,-1.378691081,-2.844046594,-0.737760285,-1.399712505,-3.057446004,0.37492466
-1.317749477,1.357954327,3.026442099,-1.417523123,1.360927542,-3.043343798,0.376256704
1.430029638,-0.740281886,1.501440777,1.428432199,-0.640476732,1.714840187,0.377602816
0.964659493,1.68848544,-0.344163785,1.055410394,1.64691749,-0.557563195,0.378935814
-0.737760285,-1.399712505,-3.057446004,-0.837361581,-1.408627225,-3.046698046,0.380357027
-1.220868711,1.33391815,2.813042689,-1.258436574,1.347626803,2.727682925,0.38164711
-0.259926964,-0.39709991,-1.024317168,-0.239878192,-0.431702196,-1.109676932,0.382948399
-0.093345882,1.743621769,1.451115989,-0.089920746,1.843380924,1.664515399,0.384626865
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.385964155
0.393165631,1.784298497,0.029499984,0.492827876,1.778725588,-0.183899426,0.387287378
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.389404535
-0.832272982,1.242639063,2.794738923,-0.928697591,1.268444397,3.008138333,0.390745163
0.006256579,-1.031425956,-0.699107017,0.087857302,-1.088914586,-0.485707607,0.393761635
1.54737695,-0.530218666,1.160001721,1.574535313,-0.455066396,1.330721249,0.395082474
0.630160331,-1.278133332,0.26518209,0.723908017,-1.243855178,0.4785815,0.396414518
-0.061318025,-0.957959683,-0.912506427,0.006256579,-1.031425956,-0.699107017,0.397741795
1.055410394,1.64691749,-0.557563195,1.135299356,1.587072906,-0.770962605,0.399075508
-1.393071147,1.432654091,2.386243869,-1.459643227,1.507030019,2.172844458,0.400413275
1.601888162,-0.338246674,1.309402487,1.619368911,-0.239971326,1.522801897,0.401758194
0.602394766,-1.392482939,-0.58841555,0.680399655,-1.454763415,-0.801814961,0.403231144
1.135299356,1.587072906,-0.770962605,1.200702076,1.511666641,-0.984362015,0.404694557
0.492827876,1.778725588,-0.183899426,0.589049196,1.752172281,-0.397298836,0.406047106
-0.542066573,-1.360282469,-3.040466922,-0.601927761,-1.363785096,3.114678739,0.407384396
0.087857302,-1.088914586,-0.485707607,0.179782184,-1.127817499,-0.272308197,0.408789635
-0.11782066,1.646850876,1.237716579,-0.093345882,1.743621769,1.451115989,0.410152674
-0.332566226,1.091155934,1.237716579,-0.292006695,1.182361991,1.024317168,0.411500931
-0.162725827,-1.071257938,-1.979503478,-0.194442203,-1.165903022,-1.766104068,0.412848949
0.680399655,-1.454763415,-0.801814961,0.743445159,-1.532151301,-1.015214371,0.414186954
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.415638447
-0.97502143,1.314119317,2.709379159,-1.061765455,1.363506507,2.495979748,0.416990995
-0.385389469,0.774924353,2.304713629,-0.458321687,0.843075009,2.518113039,0.41836834
1.388875448,-0.894107893,1.160001721,1.436393492,-0.806326027,0.946602311,0.419748306
-0.247592618,1.271754442,1.237716579,-0.207033087,1.3629605,1.024317168,0.421123743
-0.138144233,1.549123844,1.451115989,-0.134719096,1.648882998,1.664515399,0.42250967
-0.889483911,1.260598456,2.922778569,-0.988414285,1.273880085,3.136177979,0.424280167
0.179782184,-1.127817499,-0.272308197,0.277860891,-1.146369797,-0.058908787,0.425650597
1.200702076,1.511666641,-0.984362015,1.249191026,1.424371364,-1.157180956,0.427113771
1.619368911,-0.239971326,1.522801897,1.615640048,-0.140223063,1.736201307,0.428874731
-0.75,0,0,-0.650545494,0.008510092,0.21339941,0.430244684
-0.832272982,1.242639063,2.794738923,-0.869583646,1.257033015,2.709379159,0.431576967
-0.023628103,-1.524177553,-1.766104068,-0.034580785,-1.623392769,-1.552704658,0.432976961
-0.089920746,1.843380924,1.664515399,-0.107700638,1.941602591,1.877914809,0.434372187
-0.458321687,0.843075009,2.518113039,-0.544032736,0.894233944,2.731512449,0.435949326
-0.837361581,-1.408627225,-3.046698046,-0.937174981,-1.409578959,3.023087851,0.437344313
-0.444858243,-1.337607348,-2.827067512,-0.536801125,-1.376467701,-2.613668102,0.438804388
-0.937174981,-1.409578959,3.023087851,-1.036938093,-1.406271096,-3.046698046,0.440166473
-1.036938093,-1.406271096,-3.046698046,-1.135138791,-1.424166438,-2.833298636,0.441537857
1.436393492,-0.806326027,0.946602311,1.50142441,-0.730598884,0.7332029,0.442912102
-0.75,0,0,-0.650545494,-0.008510092,-0.21339941,0.444279909
